Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760990117,170,GET,/api/customer/owners/23,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10555.567700008396,10555.567700008396,10555.567700008396,10555.567700008396,150.0
1760990117,170,GET,/api/customer/owners/24,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.384799994295,10554.384799994295,10554.384799994295,10554.384799994295,150.0
1760990117,170,GET,/api/customer/owners/25,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.094699997222,10554.094699997222,10554.094699997222,10554.094699997222,150.0
1760990117,170,GET,/api/customer/owners/26,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10556.19599999045,10554.097499989439,10551.998999988427,10556.19599999045,150.0
1760990117,170,GET,/api/customer/owners/27,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.256300005363,10554.256300005363,10554.256300005363,10554.256300005363,150.0
1760990117,170,GET,/api/customer/owners/28,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10555.119500000728,10553.316100005759,10551.51270001079,10555.119500000728,150.0
1760990117,170,GET,/api/customer/owners/31,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.178899998078,10554.178899998078,10554.178899998078,10554.178899998078,150.0
1760990117,170,GET,/api/customer/owners/32,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.903799992054701,2.903799992054701,2.903799992054701,2.903799992054701,150.0
1760990117,170,GET,/api/customer/owners/34,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10557.865100010531,10557.865100010531,10557.865100010531,10557.865100010531,150.0
1760990117,170,GET,/api/customer/owners/35,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10558.711399993626,10558.711399993626,10558.711399993626,10558.711399993626,150.0
1760990117,170,GET,/api/customer/owners/39,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10553.983099991456,10551.475749991369,10548.968399991281,10553.983099991456,150.0
1760990117,170,GET,/api/customer/owners/4,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,7.90279998909682,7.90279998909682,7.90279998909682,7.90279998909682,149.0
1760990117,170,GET,/api/customer/owners/41,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.145999980392,10554.145999980392,10554.145999980392,10554.145999980392,150.0
1760990117,170,GET,/api/customer/owners/49,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.819700021063909,2.819700021063909,2.819700021063909,2.819700021063909,150.0
1760990117,170,GET,/api/customer/owners/5,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10565.70720000309,10561.385449997033,10557.063699990977,10565.70720000309,149.0
1760990117,170,GET,/api/customer/owners/50,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10547.674600005848,10547.641099998145,10547.607599990442,10547.674600005848,150.0
1760990117,170,GET,/api/customer/owners/9,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10550.078200001735,10550.078200001735,10550.078200001735,10550.078200001735,149.0
1760990117,170,GET,/api/vet/vets,2.600000,0.000000,8,9,11,11,13,14,15,15,15,15,15,56,7,9,8.843728571914003,2.0056999928783625,25.177699979394674,588.875
1760990117,170,,Aggregated,5.500000,2.900000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,127,78,14,4908.032492913927,1.955999992787838,10568.39190001483,333.6377952755906
1760990118,180,GET,/api/customer/owners,1.700000,1.700000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,59,59,10568.39190001483,6264.4492559321425,1.955999992787838,10568.39190001483,147.0
1760990118,180,POST,/api/customer/owners,0.500000,0.500000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,18,18,10566.768499993486,5866.8233888876985,2.590599993709475,10566.768499993486,54.0
1760990118,180,GET,/api/customer/owners/17,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9663000130094588,1.9663000130094588,1.9663000130094588,1.9663000130094588,150.0
1760990118,180,GET,/api/customer/owners/18,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5281.866999997874,2.805700001772493,10560.928299993975,150.0
1760990118,180,GET,/api/customer/owners/19,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,8.04369998513721,5284.099600001355,8.04369998513721,10560.155500017572,150.0
